,Recommended,Review,count_exc,Polarity
515,1,beautiful soft kept tts cami adds,1,0.2875
516,1,made looks great gives easy comfortable,0,0.544444444
517,1,beautiful flattering overall gorgeous flattering unique fitted bust tight flattering inappropriate showing weighted makes,0,0.381493506
518,0,,0,0.1
520,1,hanging decided gray soft broad comfortable surprised roomy gray lining elastic pushed sure small,1,0.217708333
522,1,find tag take second overlooked good took usual flattering much overall looking wearing busted fitted,1,0.255
524,1,great dressed,0,0.65
525,1,horizontal gives nice short got petite,1,0.22
526,1,casual great casual,0,0.137142857
528,1,easy relaxed sewn upper good soft easy layering good getting hot,0,0.37962963
529,1,great tunic indicates short generous accommodating easy appropriate huge,1,0.2875
530,1,made received compliment layered,1,0.5
531,1,love little paired cropped perfect front necessary sized usual,2,0.255681818
532,1,small small get wish large,0,0.04842033
534,1,expected looks great easy go,2,0.505555556
535,1,comfortable chic comfortable adds special gave pretty boringi wish ordered wish little accentuate loved,0,0.193998016
537,1,perfect picked received kudos great make little sexy long crave aesthetic,1,0.438541667
538,1,great great dressed depending wearing true great,0,0.580555556
539,1,perfect ive admired various priced small looked big went xs suppose confusing easy,1,0.163141026
540,1,flattering comfortable flattering good,2,0.55
543,1,based decided get regular found fitted loose tight appropriate colorful unflattering,0,0.204385038
544,1,great purchased similar provides good took typical,0,0.291666667
545,1,comfortable great looking looked good comfortable arrived little zippered happy fit second leave open great looking casual stylish good,0,0.300657895
546,1,love went local seen expect blue tried adorable struggled ordered gray shipped arrived,3,0.228571429
547,1,great nautical breasted stretchy big appealed ordered navy regular small small expected cb ordering petite regular good,1,0.1575
548,0,beautiful cursed get lace going,1,0.183333333
549,1,gorgeous happy,0,0.583333333
550,0,childish looked belonged styled looks socksready cheerleading true short tried regular small,0,-0.066666667
553,1,large run large got big,0,0.169642857
555,1,love new favorite looking stylish seemed fit shocked believe comfortable looked cant short ordered turned fit surprised,4,0.30974026
556,1,blousy purchased paid full,2,0.336666667
557,1,wanted wide worked expected little,0,0.0625
559,1,runs little wide short,0,0.143981481
560,1,gorgeous hoping go loved online looks fooled comfortable make love bunched made bendable,1,0.357142857
561,1,buy tried got showed told sure bought said looked great glad bought great true bought normal made small,2,0.45
563,1,true mixed make get true fit wished structured able confortable considered make,0,0.165079365
564,1,pictured nice stating fit read went placed tall difficult turned perfect true soft good liked cropped,2,0.378125
566,1,took nice alternative good casual good full took,1,0.30625
567,1,adorable front soft flattering super comfortable,6,0.420833333
568,1,cute makes front little middle light makes feel little enough got comfortable wish little overall happy,3,0.230147059
569,1,worried pale complementary nice see piece nice go petite think short swing flattering cute due,0,0.259888889
570,1,comfortable unique great soft listed dark gray,0,0.194047619
573,1,hard finding true,1,0.331666667
575,1,stunning special surprised first holidays special gorgeous feminine seductive stunning made neckline exquisite makes purchased red,4,0.401190476
576,1,nice looks stunning tight getting rip nice,1,0.328571429
577,1,comfortable soft soft gets little wrinkly worn,0,0.103125
578,0,chesty displayed faux vibrant red short made tried needed said good,1,0.180952381
579,0,excited similar short ordered usual short,0,0.131071429
581,0,front weird stiff soft gray hanging looking uneven messy asymmetrical looked patched front true,0,-0.064935065
582,0,conservative high go little want good conservative hard getting tried large,0,0.22787415
583,0,made made giant id got sold,0,-0.25
584,1,small overall made,0,0.275
585,1,good soft flows stunning make easy contrasting creamy embroidered yellow creamy,1,0.39047619
586,1,great depending formal gave little strange pillowy little cheaper cheap,1,0.250833333
587,1,classy wore last early gorgeous tall broad busty get little awkward first trying worked,1,0.104880952
588,0,strange,0,-0.272222222
590,1,unique chic took sure think fabulous sophisticated special elegant sophisticated great beautiful tight,4,0.360238095
591,1,loved overall eyeing several decided warning small due bumped,0,0.196875
592,1,super flattering flattering long sized due happy think,1,0.242708333
593,1,flowy great yellow floral front neckline narrow nude big,0,0.285
594,1,different unique,6,0.325
595,1,perfect bought high cling flattering add elongating flattering pleased bought enjoyed said adorable,1,0.443333333
596,1,bad disappointed looks nice makes uncomfortable tight bad hoped,2,-0.141071429
597,1,cute fit small give small,0,0.185
599,1,retroadorable touched felt soft available looked promising laughs ended taking regular shocked regular,1,0.304545455
600,1,love great little transitional bought blkblk floral usual looking think crazy comfortable head,1,0.130208333
601,1,western western cute soft,0,0.15
602,1,gorgeous lucky hold purchased stunning flattering comfortable unique regular runs tts large small framed stay usual broad shouldered owned,1,0.246986607
603,0,wanted run small short,2,-0.05
604,1,great purchased great purchased small ended putting comfortable great,5,0.483333333
605,1,last deodorant returning last deodorant nauseating put disappointed sold full true,0,0.216666667
606,1,interesting first interesting nice stiff full want evening usual,0,0.094155844
607,1,beautiful beautiful tight regular scared ordered says normal sized struggled gorgeous purchased keep,2,0.348677249
608,1,soft comfortable got petite wanted right,3,0.268526786
609,0,loved tried red loved pictured poppy red began flattering flared causing much disturbing seemed much,0,0.15
610,0,wearing unflattering,0,0.2
612,1,great casual ordered petite great great said tight found felt wore casual transitioned happy,0,0.313136863
613,1,fabulous surpassed great boots true little loose loose,4,0.221081731
614,1,great pearshaped hard right slim overall skimminghugging tight uncomfortable gapping slight sheen little pant got regular,4,0.120100733
615,1,perfect wellmade smart looking gave needed difficult,1,0.238095238
616,1,perfect lose great great dressed appropriate petite perfect pictured,0,0.598214286
617,1,lounging great lounging great ordered normal fine ordered light great,0,0.538095238
618,1,perfect fit right legs fitted easy held hoped take,0,0.331292517
620,1,functional casual comfortable viewed looks nice easy different,0,0.255555556
621,1,tried decided find bathing difficult find suitable niceflattering purchased going modern classic purchased,2,0.207482993
624,1,overpriced comfortable great debated keeping comfortable tied undone comfortable,0,0.295238095
625,1,new favorite described comfortable flattering tried noted limited covered,0,0.310822511
626,1,perfect looking fashionable practical impeccable find tie tight practical ordered small,0,0.510204082
627,1,luxurious comfortable sexy see suitable relegated nightgown became favorite,0,0.476666667
628,1,sold existed great inbetween hungry restock apparentlyperfect,5,0.8
629,1,unique gave wish short,3,0.3125
630,1,great busy fits ive last looking comfortable binding easy overall extra,3,0.198333333
631,1,beautiful red perfect pinstriped front little loose boxy overall think flattering got regular find short due mentioning short ordered regular happy,1,0.236698718
632,0,boxy short looked super came super short looked went came,1,0.194444444
634,0,wanted uncertain got made hit said great made heading sigh continues,0,0.226530612
635,1,works runs big small big small big purchased,0,0.111111111
636,1,vibrant beautiful given petite took red beautiful classic great shown,0,0.420634921
638,1,comfortable got blue comfortable true got small,0,0.20625
639,1,purchased love hot live looking lightweight outside simple considering ordering,2,0.317099567
640,1,great basic perfect dressed,4,0.55
641,1,great pant great need,0,0.666666667
642,1,great staple great go,1,0.625
643,1,got bathing purchased small chested low able casual comfortable,0,0.087037037
646,0,waited arrived pleased seemed like got needed regained noticed know bad similar,3,0.004761905
648,1,wonderful hoped purchased dot ended liking made lined worried deep liking looked classic,0,0.148106061
649,1,love bought basic good,0,0.3
650,1,great get baggy awesome,1,0.9
651,1,perfect functional amazing wanted modest hoped unique functional scuba fell teal seen spectacular,1,0.449358974
